England	1.0000000000000002
Scotland	0.6733435999970525
Wales	0.5891044168912681
Australia	0.5667968370811419
Italy	0.5418128778708093
Cheshire	0.5313997673862677
Spain	0.5283927662063123
France	0.5203196274096542
Ireland	0.5167377804638642
Germany	0.49857137181691563
Patriots	0.48620550189730577
Britain	0.46650863871946385
United_Kingdom	0.4597128354958918
Japan	0.4553143008162098
Portugal	0.45312336191232794
Norman	0.44607923796978677
Kingdom	0.4454349603066464
returned	0.43989359235456316
Europe	0.4352959301640258
NWA	0.43346387277441667
