Spain	0.8241996870765689
Austria	0.7783736744065445
Sweden	0.775184294452898
Italy 	0.7625179849621666
Netherlands	0.7478884276462346
Belgium	0.7453372144444622
Denmark	0.7386442660092648
Télévisions	0.7290135606627107
France	0.7249847215913191
Germany	0.7137690160832874
Vichy	0.6974240896966158
Switzerland	0.6754186242307456
Hungary	0.6738575397904394
Poland	0.6559002090008956
Norway	0.6506056795571995
Naples	0.6455931460464899
Greece	0.643283084222802
Portugal	0.6401995496803583
Britain	0.623771755465398
Finland	0.6110142055174902
